hash,key,value,next
57,nancymartin,-747,karawhite
57,karawhite,-1095,NULL

58,sdillon,3093,heatherwoods
58,heatherwoods,2911,ecunningham
58,ecunningham,-679,wrogers
58,wrogers,-3554,coryhardy
58,coryhardy,276,shelbyarellano
58,shelbyarellano,-4471,victorjimenez
58,victorjimenez,-103,jeffperry
58,jeffperry,-2344,sflowers
58,sflowers,93,owilcox
58,owilcox,-169,adamsjohn
58,adamsjohn,221,chasejackson
58,chasejackson,-485,jonesregina
58,jonesregina,4342,woodsstephanie
58,woodsstephanie,2581,drowe
58,drowe,-2327,jmcdowell
58,jmcdowell,1443,claudiaaa
58,claudiaaa,1726,jillaa
58,jillaa,-3320,joneslarry
58,joneslarry,-114,grossgregory
58,grossgregory,-318,nicholasturner
58,nicholasturner,3877,ntorres
58,ntorres,1499,gregoryaa
58,gregoryaa,1766,hherrera
58,hherrera,1116,victoriawheeler
58,victoriawheeler,-1832,thompsonjennifer
58,thompsonjennifer,1886,millerronald
58,millerronald,285,williamsjohn
58,williamsjohn,-1462,xparker
58,xparker,1556,NULL

59,bradyapril,740,rowens
59,rowens,432,martinezdana
59,martinezdana,-812,sarahatkinson
59,sarahatkinson,-3975,penningtontimothy
59,penningtontimothy,2022,wendygray
59,wendygray,-1700,adamsjames
59,adamsjames,-371,higginsfelicia
59,higginsfelicia,-971,mking
59,mking,1001,lindaanderson
59,lindaanderson,242,garytodd
59,garytodd,-553,pettydonna
59,pettydonna,184,scottbaldwin
59,scottbaldwin,-1698,diazraymond
59,diazraymond,-797,ybaker
59,ybaker,1363,sboone
59,sboone,-556,zberry
59,zberry,-693,rebeccaknight
59,rebeccaknight,290,rosalesjennifer
59,rosalesjennifer,-1226,haileyaa
59,haileyaa,-3811,lgomez
59,lgomez,-331,lesliebrown
59,lesliebrown,-3936,townsenddavid
59,townsenddavid,3309,moralesjeff
59,moralesjeff,-725,alvareztabitha
59,alvareztabitha,2830,ygreer
59,ygreer,2490,courtneyhoward
59,courtneyhoward,-359,kristenaa
59,kristenaa,174,jenkinsbrandi
59,jenkinsbrandi,-1769,NULL

60,stevenmartinez,463,fphillips
60,fphillips,-1993,lindajones
60,lindajones,2245,xschroeder
60,xschroeder,646,jonesruben
60,jonesruben,-558,hurstrodney
60,hurstrodney,-76,joesmith
60,joesmith,883,sandrakennedy
60,sandrakennedy,1959,qtate
60,qtate,-2997,wueric
60,wueric,825,gonzalesjames
60,gonzalesjames,3836,bknight
60,bknight,-1660,laurencook
60,laurencook,-2695,sandraerickson
60,sandraerickson,-16,sandrapham
60,sandrapham,-2802,agreene
60,agreene,2019,rogerpierce
60,rogerpierce,149,gbrown
60,gbrown,412,jgreen
60,jgreen,2962,christinalee
60,christinalee,-2292,joannatyler
60,joannatyler,-1250,zsmith
60,zsmith,-89,brooksjacob
60,brooksjacob,2938,qcisneros
60,qcisneros,-1871,rebeccaryan
60,rebeccaryan,-385,mcdonaldlisa
60,mcdonaldlisa,-2596,melissasmall
60,melissasmall,-138,clindsey
60,clindsey,-2973,walkerjacqueline
60,walkerjacqueline,-669,justinaa
60,justinaa,-841,danielsbill
60,danielsbill,4543,karenaa
60,karenaa,2280,billyjones
60,billyjones,2459,marvinaa
60,marvinaa,-427,melissawright
60,melissawright,1421,christineaa
60,christineaa,74,ashleyjackson
60,ashleyjackson,828,davisteresa
60,davisteresa,-952,jennifersantiago
60,jennifersantiago,-2124,xjohnson
60,xjohnson,-289,garciadavid
60,garciadavid,-899,NULL

61,aaronbauer,-3390,lewiskristin
61,lewiskristin,-3191,carlaa
61,carlaa,-1824,madisongarrett
61,madisongarrett,-457,jacobcameron
61,jacobcameron,265,barrettbenjamin
61,barrettbenjamin,-4046,castillojose
61,castillojose,3014,kellygardner
61,kellygardner,529,eross
61,eross,-1332,matthewmitchell
61,matthewmitchell,-1576,joesimmons
61,joesimmons,-1301,burchaustin
61,burchaustin,835,heatherdeleon
61,heatherdeleon,461,tammycollins
61,tammycollins,-1151,rogersregina
61,rogersregina,1547,nicholashernandez
61,nicholashernandez,-3858,marshallchad
61,marshallchad,-827,pthomas
61,pthomas,-4019,kaitlynreid
61,kaitlynreid,-1521,lewisbrandon
61,lewisbrandon,439,johnnyaa
61,johnnyaa,-2628,stonemichael
61,stonemichael,1554,vlopez
61,vlopez,-1255,bryanemily
61,bryanemily,-247,wweber
61,wweber,-861,adkinstimothy
61,adkinstimothy,-2255,janiceaa
61,janiceaa,1207,katrinaaa
61,katrinaaa,880,jacquelinelarson
61,jacquelinelarson,136,matthewramirez
61,matthewramirez,945,krystalmendoza
61,krystalmendoza,-638,cevans
61,cevans,667,qjensen
61,qjensen,587,smithjohn
61,smithjohn,-1423,eholt
61,eholt,1023,xmanning
61,xmanning,-2914,karlmartinez
61,karlmartinez,-515,audreyaa
61,audreyaa,-2153,ckim
61,ckim,-2413,zlee
61,zlee,2531,whuff
61,whuff,1314,mclaughlinpeter
61,mclaughlinpeter,2821,karinaaa
61,karinaaa,463,adamszachary
61,adamszachary,-473,georgegray
61,georgegray,-460,sbuck
61,sbuck,787,kwhite
61,kwhite,-1394,uguerrero
61,uguerrero,-317,NULL

62,vlambert,-1478,michaelsalazar
62,michaelsalazar,-1049,zwells
62,zwells,-353,timothyvalenzuela
62,timothyvalenzuela,-419,pmiller
62,pmiller,-523,dgriffin
62,dgriffin,71,ellisdavid
62,ellisdavid,1050,ccalhoun
62,ccalhoun,54,gregoryrobinson
62,gregoryrobinson,-794,hillcynthia
62,hillcynthia,-2031,ballardkimberly
62,ballardkimberly,-1997,karenmeadows
62,karenmeadows,-3857,beardchristopher
62,beardchristopher,347,stanleyrhodes
62,stanleyrhodes,2241,hamiltonkristine
62,hamiltonkristine,-687,jamesdaniel
62,jamesdaniel,-2669,trose
62,trose,2730,sfrye
62,sfrye,-220,lbrock
62,lbrock,928,sandrabennett
62,sandrabennett,294,matthewstyler
62,matthewstyler,-858,vbrewer
62,vbrewer,-2383,rdavis
62,rdavis,1959,ccharles
62,ccharles,-1068,rjones
62,rjones,-1191,ryanfritz
62,ryanfritz,-4222,eayers
62,eayers,1502,catherinejenkins
62,catherinejenkins,-1527,martinezcody
62,martinezcody,376,gonzalezadam
62,gonzalezadam,1321,justinbrown
62,justinbrown,-226,sharonaa
62,sharonaa,3921,davidsonkenneth
62,davidsonkenneth,-1488,tammywood
62,tammywood,266,houstonkim
62,houstonkim,574,kclarke
62,kclarke,4740,kristytorres
62,kristytorres,263,robbinsdanielle
62,robbinsdanielle,2425,qjames
62,qjames,360,NULL

63,ryandavid,-4295,vmiranda
63,vmiranda,-849,vickijames
63,vickijames,-1949,zdiaz
63,zdiaz,2188,katelynmeyer
63,katelynmeyer,-1088,shernandez
63,shernandez,-2130,curtissandoval
63,curtissandoval,687,hallfernando
63,hallfernando,-3529,meganstephens
63,meganstephens,-3642,sjohnston
63,sjohnston,-670,williamselizabeth
63,williamselizabeth,2444,oliviahayes
63,oliviahayes,297,johnjensen
63,johnjensen,1127,pittmanlaura
63,pittmanlaura,3273,jennykelley
63,jennykelley,30,brittneyclark
63,brittneyclark,1603,marissaaa
63,marissaaa,-1225,williampowell
63,williampowell,3354,halljack
63,halljack,-168,pedwards
63,pedwards,-2251,downsstephen
63,downsstephen,-3786,thomashannah
63,thomashannah,142,agarrett
63,agarrett,2257,acarter
63,acarter,-768,elizabethjenkins
63,elizabethjenkins,2769,olsongregory
63,olsongregory,-335,aroberts
63,aroberts,3629,castrotimothy
63,castrotimothy,-575,ybeck
63,ybeck,-1125,georgetiffany
63,georgetiffany,782,dweaver
63,dweaver,-700,oware
63,oware,-2636,edwardsjudith
63,edwardsjudith,2267,thomasaa
63,thomasaa,-66,xwilliams
63,xwilliams,-3513,NULL

64,simsmichael,2467,vscott
64,vscott,-1592,stephanieesparza
64,stephanieesparza,4202,williamvargas
64,williamvargas,-762,spatterson
64,spatterson,2141,kimaa
64,kimaa,839,jbaker
64,jbaker,3157,audreyherrera
64,audreyherrera,784,ochapman
64,ochapman,-3885,mariagentry
64,mariagentry,-1398,jillianbrown
64,jillianbrown,1819,jcontreras
64,jcontreras,354,ffarmer
64,ffarmer,2992,rogerstevens
64,rogerstevens,-697,bwallace
64,bwallace,-1992,owensjohn
64,owensjohn,-2365,kyleaa
64,kyleaa,-3206,andersonnancy
64,andersonnancy,-3287,richardsimmons
64,richardsimmons,1657,jacksonwilcox
64,jacksonwilcox,3579,sueaa
64,sueaa,-1119,clarkalex
64,clarkalex,2585,leerichard
64,leerichard,-2058,nicholstodd
64,nicholstodd,101,kelseyramirez
64,kelseyramirez,-518,millererin
64,millererin,-405,lhampton
64,lhampton,-4103,vdunn
64,vdunn,945,charlessmith
64,charlessmith,89,pdouglas
64,pdouglas,1337,kevinaa
64,kevinaa,1485,burnslisa
64,burnslisa,714,smithpaul
64,smithpaul,-3286,ashleykeith
64,ashleykeith,2595,NULL

65,tallen,-1101,sotobreanna
65,sotobreanna,-3123,aprilwheeler
65,aprilwheeler,-2104,matthewhunter
65,matthewhunter,3106,wallerkaren
65,wallerkaren,-2112,rickyzuniga
65,rickyzuniga,-3693,suzannecrawford
65,suzannecrawford,306,biancaramirez
65,biancaramirez,-3287,twu
65,twu,-4113,johnsonlisa
65,johnsonlisa,-799,bmartinez
65,bmartinez,2859,stephaniezavala
65,stephaniezavala,1545,christopherwhite
65,christopherwhite,-387,kphillips
65,kphillips,-221,stephaniebell
65,stephaniebell,2556,rlee
65,rlee,22,iharvey
65,iharvey,1742,awatts
65,awatts,-120,lewismarissa
65,lewismarissa,124,pamelaarroyo
65,pamelaarroyo,-1908,zfrank
65,zfrank,1592,sboyer
65,sboyer,2292,bridgesterrance
65,bridgesterrance,1062,chall
65,chall,651,livingstonmark
65,livingstonmark,697,timothywalker
65,timothywalker,-1978,zcarlson
65,zcarlson,2392,rkennedy
65,rkennedy,1233,timothyduffy
65,timothyduffy,-3105,youngmitchell
65,youngmitchell,-1687,christyaa
65,christyaa,4755,lwilson
65,lwilson,49,davisshelly
65,davisshelly,-1731,hnoble
65,hnoble,1602,adamsjessica
65,adamsjessica,-2782,NULL

66,wellstamara,3342,walvarado
66,walvarado,-351,jfrazier
66,jfrazier,-501,jorgeaa
66,jorgeaa,-223,marypowers
66,marypowers,1481,huffbarry
66,huffbarry,-466,kathrynalexander
66,kathrynalexander,-2092,salinasryan
66,salinasryan,2586,ecook
66,ecook,4047,sadams
66,sadams,2043,dominiquemendoza
66,dominiquemendoza,2518,turnerdon
66,turnerdon,2827,rasmussenbenjamin
66,rasmussenbenjamin,229,farrellsherry
66,farrellsherry,928,megansmith
66,megansmith,90,phoward
66,phoward,909,reyesshawn
66,reyesshawn,1254,xarmstrong
66,xarmstrong,-3157,jblake
66,jblake,325,hharris
66,hharris,-692,edwardsmark
66,edwardsmark,-798,piercejennifer
66,piercejennifer,2918,qpena
66,qpena,-1981,moralesashley
66,moralesashley,-2866,jasoncox
66,jasoncox,-2053,haneyelizabeth
66,haneyelizabeth,79,briannaaa
66,briannaaa,-4330,alexaaa
66,alexaaa,3351,joshuamorales
66,joshuamorales,13,ayaladennis
66,ayaladennis,1328,bjohnson
66,bjohnson,-980,andreswilson
66,andreswilson,1104,hmontgomery
66,hmontgomery,-3523,hweber
66,hweber,-2327,marycampbell
66,marycampbell,-3275,priceamanda
66,priceamanda,625,karlmacdonald
66,karlmacdonald,-748,jensenterry
66,jensenterry,-283,cmitchell
66,cmitchell,2307,michellestewart
66,michellestewart,-105,vpoole
66,vpoole,-948,candiceaa
66,candiceaa,-4229,NULL

67,andrewsraymond,-264,xmartinez
67,xmartinez,3869,henryharrington
67,henryharrington,663,grosswayne
67,grosswayne,-588,andreajohnson
67,andreajohnson,-1748,sheenaaa
67,sheenaaa,142,davidphillip
67,davidphillip,-1936,ojohnson
67,ojohnson,1204,washingtonjames
67,washingtonjames,2347,clarkkim
67,clarkkim,1961,greenebrandon
67,greenebrandon,3435,rbuchanan
67,rbuchanan,-1602,susanwatson
67,susanwatson,3757,ofritz
67,ofritz,1558,afranklin
67,afranklin,2662,maxwellemily
67,maxwellemily,183,moorealexander
67,moorealexander,268,lovewhitney
67,lovewhitney,468,russellwiggins
67,russellwiggins,-332,rlewis
67,rlewis,-1981,fbrown
67,fbrown,-302,amandareese
67,amandareese,-3135,igreen
67,igreen,-1848,patrickdavid
67,patrickdavid,890,mwood
67,mwood,2058,jefferysalinas
67,jefferysalinas,-1289,cdavis
67,cdavis,-243,quinnsara
67,quinnsara,1749,rochabrittany
67,rochabrittany,-2567,smithshannon
67,smithshannon,-265,allenaa
67,allenaa,1677,beandavid
67,beandavid,-340,kimrebecca
67,kimrebecca,-2159,zmyers
67,zmyers,197,gcampos
67,gcampos,3258,floresjohn
67,floresjohn,2999,jpeterson
67,jpeterson,-948,austinaa
67,austinaa,-1766,sprice
67,sprice,1435,roywebster
67,roywebster,-2,johnstoneric
67,johnstoneric,570,tboyd
67,tboyd,-2199,cervantesjeffrey
67,cervantesjeffrey,3615,moorejames
67,moorejames,-3358,bradleycole
67,bradleycole,780,toddjones
67,toddjones,3858,twilkinson
67,twilkinson,159,ysmith
67,ysmith,1815,lindsayaa
67,lindsayaa,2406,brendaaa
67,brendaaa,813,hollyaa
67,hollyaa,1700,ericflores
67,ericflores,-1701,deniseaa
67,deniseaa,2780,NULL

68,dvelazquez,-1389,greenejoseph
68,greenejoseph,-4047,deniseandrade
68,deniseandrade,1838,barnettmichael
68,barnettmichael,2550,rebeccafuentes
68,rebeccafuentes,-2782,vmosley
68,vmosley,-1996,ufrancis
68,ufrancis,1154,xbates
68,xbates,-3423,baldwinerin
68,baldwinerin,3759,kellynathan
68,kellynathan,1207,dillonjustin
68,dillonjustin,-1038,contrerasjordan
68,contrerasjordan,-1334,rclark
68,rclark,969,whitejessica
68,whitejessica,807,wardkevin
68,wardkevin,-2129,jackaa
68,jackaa,1920,nguyensamantha
68,nguyensamantha,1653,wdaniels
68,wdaniels,895,anthonymitchell
68,anthonymitchell,-3340,craigharris
68,craigharris,-3141,mooredaniel
68,mooredaniel,76,margaretwoods
68,margaretwoods,3356,tvincent
68,tvincent,-700,NULL

69,jamesshields,224,joannaa
69,joannaa,-1421,blackwellshelby
69,blackwellshelby,55,melissaadkins
69,melissaadkins,3230,gsloan
69,gsloan,-1809,mooneydaniel
69,mooneydaniel,685,angelabrennan
69,angelabrennan,-3487,westjennifer
69,westjennifer,4432,timothylopez
69,timothylopez,-744,vlynch
69,vlynch,-2276,hsanchez
69,hsanchez,-323,braungrant
69,braungrant,3801,johncontreras
69,johncontreras,-350,amandaperry
69,amandaperry,-356,leblanckatherine
69,leblanckatherine,-433,qbuckley
69,qbuckley,-1210,daustin
69,daustin,-3677,pinedamartin
69,pinedamartin,1747,yharvey
69,yharvey,-1772,xmarshall
69,xmarshall,-3737,alexanderwise
69,alexanderwise,-1493,tamaraaa
69,tamaraaa,-1805,nmueller
69,nmueller,115,lindaluna
69,lindaluna,-139,ggutierrez
69,ggutierrez,-693,vanceedward
69,vanceedward,-1336,wroman
69,wroman,3617,ecoleman
69,ecoleman,2060,pagesharon
69,pagesharon,2820,whitakerkenneth
69,whitakerkenneth,-554,edwardspatrick
69,edwardspatrick,-2235,omarhill
69,omarhill,331,baileyleon
69,baileyleon,-3319,jacksonkatherine
69,jacksonkatherine,22,alexisedwards
69,alexisedwards,-1989,johnclark
69,johnclark,-2275,karinajimenez
69,karinajimenez,-3001,brandoncruz
69,brandoncruz,1200,vramirez
69,vramirez,-1303,davischristine
69,davischristine,2364,wfranklin
69,wfranklin,-3124,williamlyons
69,williamlyons,-2859,jlee
69,jlee,-1942,tgraham
69,tgraham,1475,cgordon
69,cgordon,964,chavezcatherine
69,chavezcatherine,1378,ashleyaa
69,ashleyaa,401,boonerebecca
69,boonerebecca,1410,jjordan
69,jjordan,2279,paullopez
69,paullopez,-1047,pittmanwilliam
69,pittmanwilliam,3370,smiller
69,smiller,-3243,dawnmendoza
69,dawnmendoza,-2771,randallaa
69,randallaa,1954,fyoung
69,fyoung,-215,NULL

70,mitchellrenee,574,rcoleman
70,rcoleman,-554,johnburns
70,johnburns,1423,thompsonkyle
70,thompsonkyle,-931,saraaa
70,saraaa,1652,thayden
70,thayden,-174,jennifersanchez
70,jennifersanchez,3533,dking
70,dking,-2999,sandersheather
70,sandersheather,1793,vmartin
70,vmartin,-777,ronnieaa
70,ronnieaa,2502,tracygomez
70,tracygomez,-1346,mariagonzales
70,mariagonzales,-926,christopherhicks
70,christopherhicks,-912,gmartinez
70,gmartinez,873,karenlewis
70,karenlewis,-393,johnsonrobert
70,johnsonrobert,2387,iknox
70,iknox,-936,ericvaughan
70,ericvaughan,3392,williamsjason
70,williamsjason,-64,rojasleslie
70,rojasleslie,225,briansmith
70,briansmith,2186,cmaxwell
70,cmaxwell,896,stevensstephanie
70,stevensstephanie,2799,mackkathryn
70,mackkathryn,-1099,williamsderek
70,williamsderek,1284,eallen
70,eallen,534,garybarber
70,garybarber,-4144,arnoldbryce
70,arnoldbryce,-897,donaldhartman
70,donaldhartman,4167,robinnelson
70,robinnelson,1266,jacksondestiny
70,jacksondestiny,116,kevincollins
70,kevincollins,3725,yvonneaa
70,yvonneaa,-1433,sfuller
70,sfuller,-3396,mcphersonrobert
70,mcphersonrobert,-860,lanceaa
70,lanceaa,-1,christopherfrye
70,christopherfrye,434,ericaa
70,ericaa,-2580,tschultz
70,tschultz,2518,hhall
70,hhall,656,paulaaa
70,paulaaa,-166,amyaa
70,amyaa,-388,davidmunoz
70,davidmunoz,-308,tinasmith
70,tinasmith,-1138,NULL

71,youngdenise,2841,shannonknight
71,shannonknight,832,lmorse
71,lmorse,983,pruitthannah
71,pruitthannah,-764,millersteven
71,millersteven,-1141,adamcolon
71,adamcolon,-222,deniserussell
71,deniserussell,1216,michaelrodriguez
71,michaelrodriguez,-1485,amandacampbell
71,amandacampbell,1478,squinn
71,squinn,1301,tgreene
71,tgreene,-3382,maryfranklin
71,maryfranklin,-2425,lisaellis
71,lisaellis,-1000,norrisjose
71,norrisjose,1649,solisapril
71,solisapril,-753,smithdaniel
71,smithdaniel,-13,lindsayguzman
71,lindsayguzman,-1557,srodriguez
71,srodriguez,-157,molinalee
71,molinalee,1293,pagelisa
71,pagelisa,-469,tnash
71,tnash,113,jberry
71,jberry,-388,christopherford
71,christopherford,3754,donnaaa
71,donnaaa,-1480,lucasaa
71,lucasaa,-3183,johnblanchard
71,johnblanchard,-3515,jenniferwright
71,jenniferwright,966,markford
71,markford,1146,dadams
71,dadams,907,kimberlyflores
71,kimberlyflores,674,patrickortiz
71,patrickortiz,3835,gfinley
71,gfinley,-1781,andradejohn
71,andradejohn,445,cooperlori
71,cooperlori,-157,judithmckinney
71,judithmckinney,1043,morrisonkathryn
71,morrisonkathryn,-187,lukeferguson
71,lukeferguson,1687,charlesreed
71,charlesreed,1428,elainesanchez
71,elainesanchez,-2605,benjaminaa
71,benjaminaa,-411,NULL

72,tracymiddleton,2181,zarmstrong
72,zarmstrong,-1768,chungjuan
72,chungjuan,-384,mstewart
72,mstewart,-1212,shawnaa
72,shawnaa,-2030,johnsonapril
72,johnsonapril,-2118,bryanwest
72,bryanwest,2580,rgarrett
72,rgarrett,1001,suarezwesley
72,suarezwesley,355,williamstristan
72,williamstristan,433,jamieclark
72,jamieclark,63,owencrystal
72,owencrystal,720,williamsheather
72,williamsheather,1523,emcgrath
72,emcgrath,3619,gallaghercynthia
72,gallaghercynthia,1622,freemanjustin
72,freemanjustin,-3376,cassiegibbs
72,cassiegibbs,788,phyllisaa
72,phyllisaa,-4470,coxdaniel
72,coxdaniel,-2099,fmiller
72,fmiller,-1029,jsmith
72,jsmith,-446,bautistaalbert
72,bautistaalbert,-2678,ingramjennifer
72,ingramjennifer,-2114,fkim
72,fkim,-549,williamskaren
72,williamskaren,759,petersbrandon
72,petersbrandon,-4223,jrivera
72,jrivera,1144,julieaa
72,julieaa,3072,wzimmerman
72,wzimmerman,-3001,rebeccaaa
72,rebeccaaa,621,kelseyperry
72,kelseyperry,-2378,samanthaaa
72,samanthaaa,202,millergabriel
72,millergabriel,-1529,rileytimothy
72,rileytimothy,-3075,balvarez
72,balvarez,1338,stevereynolds
72,stevereynolds,1295,joselee
72,joselee,2454,troyrichardson
72,troyrichardson,2182,NULL

73,kathleenhouston,956,perezmatthew
73,perezmatthew,-616,jameshamilton
73,jameshamilton,82,chungsara
73,chungsara,-1023,awest
73,awest,-2799,morganantonio
73,morganantonio,-3855,rodriguezcarol
73,rodriguezcarol,-709,bobbyaa
73,bobbyaa,2545,jeffreyking
73,jeffreyking,-2503,kennethlowe
73,kennethlowe,-181,robinsoncharles
73,robinsoncharles,1841,davisscott
73,davisscott,2764,graykyle
73,graykyle,-2903,randerson
73,randerson,-651,randynguyen
73,randynguyen,-1137,philipanderson
73,philipanderson,-1722,syork
73,syork,-859,michellesnyder
73,michellesnyder,-2143,alexisaa
73,alexisaa,-219,wstone
73,wstone,-3415,christineprice
73,christineprice,-2894,millsgregory
73,millsgregory,447,johnsonandrew
73,johnsonandrew,893,smithchristopher
73,smithchristopher,-160,curtisaa
73,curtisaa,685,francisaa
73,francisaa,-91,williamsrobert
73,williamsrobert,561,barnesandres
73,barnesandres,1072,zstewart
73,zstewart,2758,showard
73,showard,916,maryhahn
73,maryhahn,2946,amandaaa
73,amandaaa,1228,xberry
73,xberry,767,hopkinsmiranda
73,hopkinsmiranda,1356,zgibson
73,zgibson,1308,NULL

74,ricecraig,-3128,aprilarmstrong
74,aprilarmstrong,731,carolperkins
74,carolperkins,-1617,molinamary
74,molinamary,3975,adamswilliam
74,adamswilliam,549,ibennett
74,ibennett,231,ubryant
74,ubryant,1377,bensonbrandon
74,bensonbrandon,-362,danielhamilton
74,danielhamilton,-4882,donaldsonamy
74,donaldsonamy,-828,oliviahill
74,oliviahill,4044,lanthony
74,lanthony,-3350,gomezdeanna
74,gomezdeanna,1721,michellerodgers
74,michellerodgers,-1862,barrettlisa
74,barrettlisa,-3013,michaelperry
74,michaelperry,-434,fordbrendan
74,fordbrendan,-302,hwright
74,hwright,-1890,fhernandez
74,fhernandez,-1043,brownjacqueline
74,brownjacqueline,1084,ashleyjones
74,ashleyjones,-2710,roberthart
74,roberthart,1321,fjohnson
74,fjohnson,3032,aprilweber
74,aprilweber,-1521,jamesjackson
74,jamesjackson,-2877,makaylaburke
74,makaylaburke,156,ymyers
74,ymyers,951,bjones
74,bjones,-978,lkirk
74,lkirk,-1375,warrenashley
74,warrenashley,-1675,bishopdavid
74,bishopdavid,-3064,ginaaa
74,ginaaa,-1843,blackwellemily
74,blackwellemily,605,walkermichael
74,walkermichael,3068,perryjeffrey
74,perryjeffrey,1576,jasonward
74,jasonward,-2422,ronaldwhite
74,ronaldwhite,2300,christopheraa
74,christopheraa,-1389,NULL

75,lmartinez,-636,dunnjeremiah
75,dunnjeremiah,-2518,christiangarrett
75,christiangarrett,2427,laurenfoley
75,laurenfoley,-2422,ramosbenjamin
75,ramosbenjamin,107,jasoncortez
75,jasoncortez,-815,gonzalezalexander
75,gonzalezalexander,196,myersanne
75,myersanne,2348,brownphilip
75,brownphilip,-2964,ricardoaa
75,ricardoaa,-264,fdean
75,fdean,-1134,qclark
75,qclark,-845,scottpittman
75,scottpittman,3044,peteraa
75,peteraa,-3056,michaelodonnell
75,michaelodonnell,1267,iking
75,iking,-2381,tomaa
75,tomaa,-1247,reesematthew
75,reesematthew,190,gklein
75,gklein,-669,westlauren
75,westlauren,286,dannywagner
75,dannywagner,-1939,fmanning
75,fmanning,-362,tlopez
75,tlopez,663,odonnellhaley
75,odonnellhaley,1998,russelldavid
75,russelldavid,72,daltonbrian
75,daltonbrian,2447,qfernandez
75,qfernandez,-494,hvaldez
75,hvaldez,1949,angelaramirez
75,angelaramirez,158,hammondjessica
75,hammondjessica,-1609,gbauer
75,gbauer,-603,scottgreen
75,scottgreen,-2890,sarahweiss
75,sarahweiss,806,michaelhoover
75,michaelhoover,-102,valdezdavid
75,valdezdavid,-3451,cgarcia
75,cgarcia,-1213,thomasamanda
75,thomasamanda,-2588,kevinhurley
75,kevinhurley,-2017,michaelwelch
75,michaelwelch,1394,jeremyaa
75,jeremyaa,1385,NULL

76,wilsonsarah,2312,millerdawn
76,millerdawn,-3063,vhill
76,vhill,-978,lopezmolly
76,lopezmolly,-2373,christinaanderson
76,christinaanderson,-365,beckygreen
76,beckygreen,-2475,beardkyle
76,beardkyle,-1306,thomasralph
76,thomasralph,-2495,jstevenson
76,jstevenson,492,carriehatfield
76,carriehatfield,-1993,marissamorales
76,marissamorales,861,rebekahwolfe
76,rebekahwolfe,-97,gileswilliam
76,gileswilliam,1042,bakerkatie
76,bakerkatie,851,qwilliams
76,qwilliams,980,danielleharris
76,danielleharris,1610,peterskathleen
76,peterskathleen,-3467,howardjessica
76,howardjessica,1323,sherrylang
76,sherrylang,787,kellykelley
76,kellykelley,-2323,tholt
76,tholt,576,hernandezronald
76,hernandezronald,-2802,pdavis
76,pdavis,174,ljohnston
76,ljohnston,-1015,ncasey
76,ncasey,1349,wromero
76,wromero,-3281,henryroberts
76,henryroberts,2576,jenniferaa
76,jenniferaa,2202,ashleynavarro
76,ashleynavarro,-78,smithjamie
76,smithjamie,-1143,foxhannah
76,foxhannah,-1683,stevenaa
76,stevenaa,-1320,kevinserrano
76,kevinserrano,-3270,NULL

77,cartercatherine,-3748,katherinecarter
77,katherinecarter,117,anthonyjones
77,anthonyjones,-3995,mckenzieaa
77,mckenzieaa,1180,foxkari
77,foxkari,912,aholt
77,aholt,1217,keithlowe
77,keithlowe,-2382,blackkimberly
77,blackkimberly,-3636,briansalas
77,briansalas,841,jgonzalez
77,jgonzalez,-519,robertsderek
77,robertsderek,-1624,wilsondavid
77,wilsondavid,1730,fyates
77,fyates,-371,millerwilliam
77,millerwilliam,-1131,jasonchavez
77,jasonchavez,3288,kimberlymontgomery
77,kimberlymontgomery,-297,larryhenderson
77,larryhenderson,21,jessebarber
77,jessebarber,-193,fosterchristine
77,fosterchristine,981,gellis
77,gellis,-973,noahjenkins
77,noahjenkins,-1888,deanemily
77,deanemily,305,smithmichael
77,smithmichael,991,lauravelazquez
77,lauravelazquez,869,brianarroyo
77,brianarroyo,-1103,amyroman
77,amyroman,282,kevinmccarthy
77,kevinmccarthy,-284,sheilaaa
77,sheilaaa,56,tporter
77,tporter,1563,natashakerr
77,natashakerr,1848,anneaa
77,anneaa,-1076,nicholsonbradley
77,nicholsonbradley,-1574,laurieaa
77,laurieaa,738,lopezbrendan
77,lopezbrendan,-1751,uberger
77,uberger,-3475,rogershenry
77,rogershenry,746,mikeaa
77,mikeaa,-514,davidcooper
77,davidcooper,764,wattsandrew
77,wattsandrew,3584,ymartin
77,ymartin,-738,ymcintyre
77,ymcintyre,560,laurahernandez
77,laurahernandez,-497,uhines
77,uhines,155,ecervantes
77,ecervantes,366,xlamb
77,xlamb,-712,NULL

78,lriley,-588,whale
78,whale,-1645,aaronreed
78,aaronreed,3382,archerjerry
78,archerjerry,-3279,ginablair
78,ginablair,-76,jhartman
78,jhartman,2356,courtneywoods
78,courtneywoods,401,bdougherty
78,bdougherty,1341,joshuajohnson
78,joshuajohnson,836,jacksoncynthia
78,jacksoncynthia,-2195,davidsonjoseph
78,davidsonjoseph,-412,velazquezcharles
78,velazquezcharles,-3430,thudson
78,thudson,-127,ekerr
78,ekerr,3790,kimberlyguzman
78,kimberlyguzman,3321,smithemily
78,smithemily,-863,eddieaa
78,eddieaa,1303,xramsey
78,xramsey,-1124,seangross
78,seangross,-732,qhughes
78,qhughes,1916,bestkimberly
78,bestkimberly,2932,burnssara
78,burnssara,1141,kennedyjeffrey
